Time	WaterLevel_cm
2021101314	90.265600
2021101315	85.407300
2021101316	85.336900
2021101317	85.266500
2021101318	93.856500
2021101319	102.376000
2021101320	111.670000
2021101321	119.627000
2021101322	125.330000
2021101323	124.274000
2021101400	118.852000
2021101401	111.529000
2021101402	104.207000
2021101403	98.362800
2021101404	96.672900
2021101405	96.180100
2021101406	94.419800
2021101407	92.941200
2021101408	88.435000
2021101409	86.041000
2021101410	84.140000
2021101411	83.365400
2021101412	91.392200
2021101413	95.757600
2021101414	96.391300
2021101415	91.251400
2021101416	85.829800
2021101417	85.336900
2021101418	89.843200
2021101419	90.688100
2021101420	93.574900
2021101421	103.080000
2021101422	110.896000
2021101423	118.007000
2021101500	121.176000
2021101501	117.303000
2021101502	111.529000
2021101503	105.545000
2021101504	102.306000
2021101505	101.390000
2021101506	100.053000
2021101507	99.066900
2021101508	93.363700
2021101509	88.364500
2021101510	85.477700
2021101511	83.224600
2021101512	81.957200
2021101513	90.054400
2021101514	94.701500
2021101515	93.011600
2021101516	87.449200
2021101517	85.407300
2021101518	89.913600
2021101519	91.180900
2021101520	90.899300
2021101521	90.969700
2021101522	96.109700
2021101523	106.319000
2021101600	113.783000
2021101601	118.359000
2021101602	114.416000
2021101603	108.572000
2021101604	101.954000
2021101605	99.348500
2021101606	97.236200
2021101607	95.405600
2021101608	90.124800
2021101609	85.759400
2021101610	81.464400
2021101611	78.225500
2021101612	76.183600
2021101613	85.125700
2021101614	91.885000
2021101615	96.743300
2021101616	91.392200
2021101617	86.322700
2021101618	87.167600
2021101619	86.885900
2021101620	83.013400
2021101621	82.379700
2021101622	83.435800
2021101623	93.786100
2021101700	103.151000
2021101701	111.037000
2021101702	115.120000
2021101703	111.037000
2021101704	103.362000
2021101705	96.391300
2021101706	91.110500
2021101707	85.970600
2021101708	83.717500
2021101709	77.943900
2021101710	74.141700
2021101711	72.733500
2021101712	77.873500
2021101713	87.308400
2021101714	99.418900
2021101715	108.079000
2021101716	107.868000
2021101717	101.813000
2021101718	94.631000
2021101719	89.139100
2021101720	86.181800
2021101721	85.477700
2021101722	85.759400
2021101723	90.406400
2021101800	102.587000
2021101801	111.389000
2021101802	117.444000
2021101803	120.612000
2021101804	116.036000
2021101805	108.924000
2021101806	102.095000
2021101807	95.123900
2021101808	90.758500
2021101809	88.435000
2021101810	85.970600
2021101811	83.435800
2021101812	87.660500
2021101813	97.236200
2021101814	106.460000
2021101815	113.712000
2021101816	114.487000
2021101817	107.939000
2021101818	103.573000
2021101819	97.447400
2021101820	95.264700
2021101821	94.842300
2021101822	94.138200
2021101823	93.645300
2021101900	94.349400
2021101901	100.123000
2021101902	108.783000
2021101903	115.402000
2021101904	117.585000
2021101905	112.938000
2021101906	107.305000
2021101907	101.179000
2021101908	96.039200
2021101909	91.744200
2021101910	88.857400
2021101911	87.378800
2021101912	84.703200
2021101913	88.505400
2021101914	97.799500
2021101915	107.727000
2021101916	113.149000
2021101917	110.544000
2021101918	104.136000
2021101919	96.813800
2021101920	90.195200
2021101921	88.716600
2021101922	86.745100
2021101923	83.717500
2021102000	82.731700
2021102001	83.506300
2021102002	94.138200
2021102003	103.503000
2021102004	111.389000
2021102005	114.698000
2021102006	108.713000
2021102007	100.193000
2021102008	92.730000
2021102009	90.054400
2021102010	87.590000
2021102011	84.069500
2021102012	82.379700
2021102013	91.673800
2021102014	103.291000
2021102015	113.923000
2021102016	121.105000
2021102017	120.401000
2021102018	112.797000
2021102019	103.291000
2021102020	94.631000
2021102021	91.040100
2021102022	89.209500
2021102023	87.871700
2021102100	85.689000
2021102101	84.844100
2021102102	84.703200
2021102103	92.730000
2021102104	100.757000
2021102105	106.882000
2021102106	107.164000
2021102107	100.545000
2021102108	92.870800
2021102109	89.984000
2021102110	86.604300
2021102111	83.295000
2021102112	80.126600
2021102113	83.787900
2021102114	93.574900
2021102115	109.276000
2021102116	118.007000
2021102117	121.668000
2021102118	115.543000
2021102119	105.967000
2021102120	97.095400
2021102121	89.209500
2021102122	85.618600
2021102123	84.069500
2021102200	82.098100
2021102201	79.844900
2021102202	77.521400
2021102203	78.084700
2021102204	87.308400
2021102205	95.405600
2021102206	104.770000
2021102207	108.220000
2021102208	101.672000
2021102209	92.870800
2021102210	86.181800
2021102211	83.154200
2021102212	80.337800
2021102213	88.364500
2021102214	101.109000
2021102215	111.529000
2021102216	120.612000
2021102217	126.597000
2021102218	124.414000
2021102219	115.895000
2021102220	105.474000
2021102221	97.306600
2021102222	88.646200
2021102223	85.196100
2021102300	83.083800
2021102301	80.830700
2021102302	80.056200
2021102303	78.859200
2021102304	84.351200
2021102305	92.870800
2021102306	99.630100
2021102307	103.784000
2021102308	99.418900
2021102309	90.828900
2021102310	83.154200
2021102311	79.774500
2021102312	77.451000
2021102313	83.999100
2021102314	95.616800
2021102315	107.023000
2021102316	116.810000
2021102317	122.936000
2021102318	122.654000
2021102319	115.824000
2021102320	106.108000
2021102321	96.532100
2021102322	86.745100
2021102323	82.098100
2021102400	81.041900
2021102401	80.408200
2021102402	77.591800
2021102403	75.338700
2021102404	75.057100
2021102405	78.929600
2021102406	85.829800
2021102407	92.941200
2021102408	99.348500
2021102409	101.320000
2021102410	98.785200
2021102411	96.602500
2021102412	98.081100
2021102413	106.812000
2021102414	117.655000
2021102415	127.935000
2021102416	139.905000
2021102419	144.481000
2021102420	135.680000
2021102421	128.005000
2021102422	119.063000
2021102423	108.572000
2021102500	97.447400
2021102501	89.279900
2021102502	83.224600
2021102503	80.689900
2021102504	82.309300
2021102505	92.307500
2021102506	103.291000
2021102507	112.867000
2021102508	117.796000
2021102509	118.570000
2021102510	117.655000
2021102511	114.839000
2021102512	111.529000
2021102513	110.966000
2021102514	113.783000
2021102515	121.105000
2021102516	128.921000
2021102517	136.243000
2021102518	141.242000
2021102519	140.468000
2021102520	136.103000
2021102521	130.259000
2021102522	122.232000
2021102523	112.867000
2021102600	105.263000
2021102601	99.137300
2021102602	96.954600
2021102603	94.912700
2021102604	92.659600
2021102605	92.025900
2021102606	94.983100
2021102607	103.151000
2021102608	110.473000
2021102609	116.388000
2021102610	117.514000
2021102611	115.965000
2021102612	112.586000
2021102613	108.854000
2021102614	107.094000
2021102615	111.389000
2021102616	118.007000
2021102617	125.048000
2021102618	130.681000
2021102619	133.145000
2021102620	130.751000
2021102621	125.048000
2021102622	117.303000
2021102623	109.558000
2021102700	103.432000
2021102701	100.968000
2021102702	98.081100
2021102703	96.743300
2021102704	94.701500
2021102705	93.786100
2021102706	93.926900
2021102707	91.462600
2021102708	91.955500
2021102709	98.855600
2021102710	103.996000
2021102711	107.727000
2021102712	105.685000
2021102713	101.602000
2021102714	98.644400
2021102715	97.799500
2021102716	100.686000
2021102717	106.390000
2021102718	113.853000
2021102719	119.345000
2021102720	121.246000
2021102721	118.711000
2021102722	112.938000
2021102723	107.023000
2021102800	99.489300
2021102801	96.320900
2021102802	94.138200
2021102803	91.814600
2021102804	90.336000
2021102805	88.646200
2021102806	88.153300
2021102807	87.660500
2021102808	82.661300
2021102809	80.689900
2021102810	87.449200
2021102811	93.786100
2021102812	98.221900
2021102813	97.799500
2021102814	93.645300
2021102815	89.491100
2021102816	87.026800
2021102817	90.547300
2021102818	98.503600
2021102819	103.784000
2021102820	107.868000
2021102821	110.192000
2021102822	109.980000
2021102823	105.826000
2021102900	99.911800
2021102901	92.307500
2021102902	88.716600
2021102903	85.689000
2021102904	85.196100
2021102905	82.802200
2021102906	80.478600
2021102907	78.718400
2021102908	76.887700
2021102909	75.831600
2021102910	75.549900
2021102911	85.900200
2021102912	91.392200
2021102913	95.828000
2021102914	92.800400
2021102915	86.674700
2021102916	81.464400
2021102917	80.478600
2021102918	83.506300
2021102919	88.505400
2021102920	93.011600
2021102921	100.193000
2021102922	106.178000
2021102923	108.713000
2021103000	105.333000
2021103001	99.207700
2021103002	92.237100
2021103003	85.548200
2021103004	82.731700
2021103005	80.689900
2021103006	78.648000
2021103007	78.225500
2021103008	73.508000
2021103009	71.184500
2021103010	70.621200
2021103011	82.027600
2021103012	90.828900
2021103013	99.559700
2021103014	104.488000
2021103015	99.700600
2021103016	93.786100
2021103017	87.942100
2021103018	83.576700
2021103019	81.957200
2021103020	84.844100
2021103021	94.419800
2021103022	103.291000
2021103023	110.755000
2021103100	115.261000
2021103101	112.163000
2021103102	104.770000
2021103103	97.517800
2021103104	90.899300
2021103105	86.111400
2021103106	85.900200
2021103107	85.055300
2021103108	79.492900
2021103109	75.972400
2021103110	74.000900
2021103111	78.507200
2021103112	89.984000
2021103113	101.390000
2021103114	107.516000
2021103115	104.629000
2021103116	96.813800
2021103117	89.420700
2021103118	85.900200
2021103119	83.647100
2021103120	82.450100
2021103121	82.098100
2021103122	89.068600
2021103123	99.066900
2021110100	106.953000
2021110101	112.093000
2021110102	109.558000
2021110103	100.334000
2021110104	91.744200
2021110105	86.322700
2021110106	84.351200
2021110107	82.943000
2021110108	80.689900
2021110109	78.577600
2021110110	78.507200
2021110111	80.478600
2021110112	93.082000
2021110113	103.925000
2021110114	112.163000
2021110115	113.149000
2021110116	104.136000
2021110117	94.419800
2021110118	87.449200
2021110119	85.477700
2021110120	84.421600
2021110121	83.717500
2021110122	83.154200
2021110123	88.646200
2021110200	100.405000
2021110201	110.051000
2021110202	116.036000
2021110203	111.459000
2021110204	101.672000
2021110205	94.349400
2021110206	90.476800
2021110207	88.505400
2021110208	85.759400
2021110209	83.787900
2021110210	80.901100
2021110211	79.844900
2021110212	88.857400
2021110213	99.559700
2021110214	110.896000
2021110215	114.698000
2021110216	108.079000
2021110217	98.574000
2021110218	92.730000
2021110219	89.772700
2021110220	88.364500
2021110221	87.590000
2021110222	86.674700
2021110223	86.041000
2021110300	86.181800
2021110301	95.968800
2021110302	104.488000
2021110303	109.699000
2021110304	107.305000
2021110305	99.982200
2021110306	93.926900
2021110307	90.899300
2021110308	85.689000
2021110309	81.605200
2021110310	78.014300
2021110311	75.338700
2021110312	80.478600
2021110313	93.363700
2021110314	106.671000
2021110315	116.669000
2021110316	114.980000
2021110317	104.911000
2021110318	96.320900
2021110319	88.575800
2021110320	85.829800
2021110321	84.351200
2021110322	82.943000
2021110323	81.675600
2021110400	79.915300
2021110401	79.492900
2021110402	91.180900
2021110403	99.911800
2021110404	106.530000
2021110405	104.488000
2021110406	96.039200
2021110407	88.223700
2021110408	85.548200
2021110409	82.943000
2021110410	80.549000
2021110411	79.844900
2021110412	85.900200
2021110413	100.405000
2021110414	113.290000
2021110415	123.570000
2021110416	127.231000
2021110417	120.049000
2021110418	109.488000
2021110419	100.616000
2021110420	92.166700
2021110421	89.209500
2021110422	87.801300
2021110423	85.548200
2021110500	84.773600
2021110501	84.351200
2021110502	84.140000
2021110503	94.560600
2021110504	102.376000
2021110505	108.502000
2021110506	106.601000
2021110507	98.855600
2021110508	89.420700
2021110509	83.717500
2021110510	79.844900
2021110511	76.958100
2021110512	75.761200
2021110513	91.110500
2021110514	107.446000
2021110515	120.612000
2021110516	131.103000
2021110518	87.942100
2021110519	71.607000
2021110520	56.961700
2021110521	42.034800
2021110522	28.234400
2021110523	21.123000
2021110600	17.461700
2021110601	15.138200
2021110602	14.011600
2021110603	29.149700
2021110604	47.738000
2021110605	58.510700
2021110606	66.115000
2021110607	62.805700
2021110608	50.836000
2021110609	38.232600
2021110610	27.952800
2021110611	21.967900
2021110612	26.685400
2021110613	51.047300
2021110614	69.776300
2021110615	85.900200
2021110616	98.574000
2021110617	105.685000
2021110618	97.517800
2021110619	81.394000
2021110620	65.974200
